name,wikiLink,inCategory,addToThisList,listLink
Tiina Rosenberg,https://en.wikipedia.org/wiki/Tiina_Rosenberg,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Edward af Sillén,https://en.wikipedia.org/wiki/Edward_af_Sillén,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Birgitta Stenberg,https://en.wikipedia.org/wiki/Birgitta_Stenberg,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Oscar Swartz,https://en.wikipedia.org/wiki/Oscar_Swartz,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bryher (novelist),https://en.wikipedia.org/wiki/Bryher_(novelist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Heinrich Hössli,https://en.wikipedia.org/wiki/Heinrich_Hössli,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Pierre Lepori,https://en.wikipedia.org/wiki/Pierre_Lepori,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mentona Moser,https://en.wikipedia.org/wiki/Mentona_Moser,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Johannes von Müller,https://en.wikipedia.org/wiki/Johannes_von_Müller,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Emma Pieczynska-Reichenbach,https://en.wikipedia.org/wiki/Emma_Pieczynska-Reichenbach,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Léa Pool,https://en.wikipedia.org/wiki/Léa_Pool,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
William Ritter (writer),https://en.wikipedia.org/wiki/William_Ritter_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Annemarie Schwarzenbach,https://en.wikipedia.org/wiki/Annemarie_Schwarzenbach,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alexander Ziegler (Swiss writer),https://en.wikipedia.org/wiki/Alexander_Ziegler_(Swiss_writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lin Hwai-min,https://en.wikipedia.org/wiki/Lin_Hwai-min,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Pai Hsien-yung,https://en.wikipedia.org/wiki/Pai_Hsien-yung,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Qiu Miaojin,https://en.wikipedia.org/wiki/Qiu_Miaojin,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kevin Tsai,https://en.wikipedia.org/wiki/Kevin_Tsai,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mark Behr,https://en.wikipedia.org/wiki/Mark_Behr,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Çağla Akalın,https://en.wikipedia.org/wiki/Çağla_Akalın,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ece Ayhan Çağlar,https://en.wikipedia.org/wiki/Ece_Ayhan_Çağlar,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Enderûnlu Fâzıl,https://en.wikipedia.org/wiki/Enderûnlu_Fâzıl,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Reşat Ekrem Koçu,https://en.wikipedia.org/wiki/Reşat_Ekrem_Koçu,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Murathan Mungan,https://en.wikipedia.org/wiki/Murathan_Mungan,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Aras Onur,https://en.wikipedia.org/wiki/Aras_Onur,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Esmeray Özadikti,https://en.wikipedia.org/wiki/Esmeray_Özadikti,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ferzan Özpetek,https://en.wikipedia.org/wiki/Ferzan_Özpetek,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Elif Shafak,https://en.wikipedia.org/wiki/Elif_Shafak,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
James Barr (presenter),https://en.wikipedia.org/wiki/James_Barr_(presenter),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
C. D. Broad,https://en.wikipedia.org/wiki/C._D._Broad,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Katharine Burdekin,https://en.wikipedia.org/wiki/Katharine_Burdekin,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Barbara Burford,https://en.wikipedia.org/wiki/Barbara_Burford,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mary Butts,https://en.wikipedia.org/wiki/Mary_Butts,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
David Cecil (producer),https://en.wikipedia.org/wiki/David_Cecil_(producer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Maureen Chadwick,https://en.wikipedia.org/wiki/Maureen_Chadwick,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Helen (charles),https://en.wikipedia.org/wiki/Helen_(charles),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dominic Cooke,https://en.wikipedia.org/wiki/Dominic_Cooke,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Laura Kate Dale,https://en.wikipedia.org/wiki/Laura_Kate_Dale,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
A. E. Dyson,https://en.wikipedia.org/wiki/A._E._Dyson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Betsy Ettorre,https://en.wikipedia.org/wiki/Betsy_Ettorre,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Al Ewing,https://en.wikipedia.org/wiki/Al_Ewing,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kieron Gillen,https://en.wikipedia.org/wiki/Kieron_Gillen,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Chris Goode (playwright),https://en.wikipedia.org/wiki/Chris_Goode_(playwright),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nina Hamnett,https://en.wikipedia.org/wiki/Nina_Hamnett,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Andrew Harvey (religious writer),https://en.wikipedia.org/wiki/Andrew_Harvey_(religious_writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kate Herron,https://en.wikipedia.org/wiki/Kate_Herron,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
"John Hervey, 2nd Baron Hervey",https://en.wikipedia.org/wiki/John_Hervey_2nd_Baron_Hervey,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Juliet Jacques,https://en.wikipedia.org/wiki/Juliet_Jacques,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Edward Lear,https://en.wikipedia.org/wiki/Edward_Lear,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Finn Mackay,https://en.wikipedia.org/wiki/Finn_Mackay,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Cheryl Morgan,https://en.wikipedia.org/wiki/Cheryl_Morgan,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Patrick Ness,https://en.wikipedia.org/wiki/Patrick_Ness,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rictor Norton,https://en.wikipedia.org/wiki/Rictor_Norton,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Flo Perry,https://en.wikipedia.org/wiki/Flo_Perry,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Gavin Plumley,https://en.wikipedia.org/wiki/Gavin_Plumley,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Adelaide Anne Procter,https://en.wikipedia.org/wiki/Adelaide_Anne_Procter,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Marc-André Raffalovich,https://en.wikipedia.org/wiki/Marc-André_Raffalovich,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ian Iqbal Rashid,https://en.wikipedia.org/wiki/Ian_Iqbal_Rashid,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Erica Rutherford,https://en.wikipedia.org/wiki/Erica_Rutherford,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Elizabeth Tikvah Sarah,https://en.wikipedia.org/wiki/Elizabeth_Tikvah_Sarah,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jon Savage,https://en.wikipedia.org/wiki/Jon_Savage,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rob Shuter,https://en.wikipedia.org/wiki/Rob_Shuter,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ranj Singh,https://en.wikipedia.org/wiki/Ranj_Singh,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kathleen Stock,https://en.wikipedia.org/wiki/Kathleen_Stock,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Simon Watney,https://en.wikipedia.org/wiki/Simon_Watney,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Patrick White,https://en.wikipedia.org/wiki/Patrick_White,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ludwig Wittgenstein,https://en.wikipedia.org/wiki/Ludwig_Wittgenstein,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Danny Lee Wynter,https://en.wikipedia.org/wiki/Danny_Lee_Wynter,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Gilbert Adair,https://en.wikipedia.org/wiki/Gilbert_Adair,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
More Adey,https://en.wikipedia.org/wiki/More_Adey,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
"Andrew Adonis, Baron Adonis",https://en.wikipedia.org/wiki/Andrew_Adonis_Baron_Adonis,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nick Alexander (author),https://en.wikipedia.org/wiki/Nick_Alexander_(author),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
James Alison,https://en.wikipedia.org/wiki/James_Alison,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Simon Amstell,https://en.wikipedia.org/wiki/Simon_Amstell,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lindsay Anderson,https://en.wikipedia.org/wiki/Lindsay_Anderson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kwame Anthony Appiah,https://en.wikipedia.org/wiki/Kwame_Anthony_Appiah,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alistair Appleton,https://en.wikipedia.org/wiki/Alistair_Appleton,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Ash (writer),https://en.wikipedia.org/wiki/John_Ash_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dean Atta,https://en.wikipedia.org/wiki/Dean_Atta,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
"Sir Edmund Backhouse, 2nd Baronet",https://en.wikipedia.org/wiki/Sir_Edmund_Backhouse_2nd_Baronet,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Paul Bailey (British writer),https://en.wikipedia.org/wiki/Paul_Bailey_(British_writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Simon Bailey (priest),https://en.wikipedia.org/wiki/Simon_Bailey_(priest),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Paul Baker (linguist),https://en.wikipedia.org/wiki/Paul_Baker_(linguist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Leslie Barford,https://en.wikipedia.org/wiki/John_Leslie_Barford,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Damian Barr,https://en.wikipedia.org/wiki/Damian_Barr,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Barrowman,https://en.wikipedia.org/wiki/John_Barrowman,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rikki Beadle-Blair,https://en.wikipedia.org/wiki/Rikki_Beadle-Blair,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jeremy John Beadle,https://en.wikipedia.org/wiki/Jeremy_John_Beadle,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Stephen Benatar,https://en.wikipedia.org/wiki/Stephen_Benatar,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Trevor Bentham,https://en.wikipedia.org/wiki/Trevor_Bentham,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Eric Bentley,https://en.wikipedia.org/wiki/Eric_Bentley,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Humphry Berkeley,https://en.wikipedia.org/wiki/Humphry_Berkeley,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
James Bernard (composer),https://en.wikipedia.org/wiki/James_Bernard_(composer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Francis Birrell,https://en.wikipedia.org/wiki/Francis_Birrell,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Matt Bishop,https://en.wikipedia.org/wiki/Matt_Bishop,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lionel Blue,https://en.wikipedia.org/wiki/Lionel_Blue,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Anthony Blunt,https://en.wikipedia.org/wiki/Anthony_Blunt,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Hector Bolitho,https://en.wikipedia.org/wiki/Hector_Bolitho,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Stephen Bourne (writer),https://en.wikipedia.org/wiki/Stephen_Bourne_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Maurice Bowra,https://en.wikipedia.org/wiki/Maurice_Bowra,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Boy George,https://en.wikipedia.org/wiki/Boy_George,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Edwin Emmanuel Bradford,https://en.wikipedia.org/wiki/Edwin_Emmanuel_Bradford,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alan Bray,https://en.wikipedia.org/wiki/Alan_Bray,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
C. D. Broad,https://en.wikipedia.org/wiki/C._D._Broad,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jocelyn Brooke,https://en.wikipedia.org/wiki/Jocelyn_Brooke,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Derren Brown,https://en.wikipedia.org/wiki/Derren_Brown,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Oscar Browning,https://en.wikipedia.org/wiki/Oscar_Browning,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Albert Bullbrook,https://en.wikipedia.org/wiki/John_Albert_Bullbrook,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Chris Butler (filmmaker),https://en.wikipedia.org/wiki/Chris_Butler_(filmmaker),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Duncan Campbell (journalist),https://en.wikipedia.org/wiki/Duncan_Campbell_(journalist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Thomas Cannon,https://en.wikipedia.org/wiki/Thomas_Cannon,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Edward Carpenter,https://en.wikipedia.org/wiki/Edward_Carpenter,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Arthur C. Clarke,https://en.wikipedia.org/wiki/Arthur_C._Clarke,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Benjamin Cohen (journalist),https://en.wikipedia.org/wiki/Benjamin_Cohen_(journalist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Richard Coles,https://en.wikipedia.org/wiki/Richard_Coles,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
David Cook (writer),https://en.wikipedia.org/wiki/David_Cook_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Emmanuel Cooper,https://en.wikipedia.org/wiki/Emmanuel_Cooper,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
S. E. Cottam,https://en.wikipedia.org/wiki/S._E._Cottam,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Anthony Crank,https://en.wikipedia.org/wiki/Anthony_Crank,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rupert Croft-Cooke,https://en.wikipedia.org/wiki/Rupert_Croft-Cooke,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Roland Curram,https://en.wikipedia.org/wiki/Roland_Curram,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Iain Dale,https://en.wikipedia.org/wiki/Iain_Dale,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
James Davidson (historian),https://en.wikipedia.org/wiki/James_Davidson_(historian),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rhys Davies (writer),https://en.wikipedia.org/wiki/Rhys_Davies_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Russell T Davies,https://en.wikipedia.org/wiki/Russell_T_Davies,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Terence Davies,https://en.wikipedia.org/wiki/Terence_Davies,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Evan Davis,https://en.wikipedia.org/wiki/Evan_Davis,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
St. Sukie de la Croix,https://en.wikipedia.org/wiki/St._Sukie_de_la_Croix,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
C. J. de Mooi,https://en.wikipedia.org/wiki/C._J._de_Mooi,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Brian Dean Paul,https://en.wikipedia.org/wiki/Brian_Dean_Paul,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Paul Dehn,https://en.wikipedia.org/wiki/Paul_Dehn,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Andrew Doyle (comedian),https://en.wikipedia.org/wiki/Andrew_Doyle_(comedian),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Hal Duncan,https://en.wikipedia.org/wiki/Hal_Duncan,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
